,Gender,Unnamed: 1,Male,Female,Total,completion_month_year,year,year2,phase,Published paper,Published paper  YN,Published result in clicnicaltrials,others,R/O,official_title,source,source.1,intervention_names,Age eligible for study,Lowe limit of age < 18,Age upper limit,Age code upper limit,Study population,Country,Continent,Is there an extension study
210,NCT01162460,Trinka 2017,448,365,813,9/1/2016,2016,2,Phase 3,1,y,n,,R,"Efficacy and Safety of Eslicarbazepine Acetate (BIA 2-093) as Monotherapy for Patients With Newly Diagnosed Partial-onset Seizures:a Double-blind, Randomized, Active-controlled, Parallel-group, Multicenter Clinical Study",Bial - Portela C S.A.,1,Eslicarbazepine acetate (BIA 2-093),18 years and older,n,nil,>/75,Portugal,3,Europe,Y
211,NCT00761774,2018,52,56,108,3/1/2017,2017,2,Phase 3,0,n,y,,O,"An Open-label, Multinational, Multicenter, Follow-up Study to Evaluate the Long-term Safety and Efficacy of Brivaracetam Used at a Flexible Dose up to a Maximum of 200 mg/Day in Subjects Aged 16 Years or Older Suffering From Epilepsy.",UCB Pharma,1,Brivaracetam,16 years and older,y,nil,>/75,United States of America,2,"North America
Oceania
Europe
",n
211,NCT00761774,2018,52,56,108,3/1/2017,2017,2,Phase 3,0,n,y,,O,"An Open-label, Multinational, Multicenter, Follow-up Study to Evaluate the Long-term Safety and Efficacy of Brivaracetam Used at a Flexible Dose up to a Maximum of 200 mg/Day in Subjects Aged 16 Years or Older Suffering From Epilepsy.",UCB Pharma,1,Brivaracetam,16 years and older,y,nil,>/75,Australia,2,"North America
Oceania
Europe
",n
211,NCT00761774,2018,52,56,108,3/1/2017,2017,2,Phase 3,0,n,y,,O,"An Open-label, Multinational, Multicenter, Follow-up Study to Evaluate the Long-term Safety and Efficacy of Brivaracetam Used at a Flexible Dose up to a Maximum of 200 mg/Day in Subjects Aged 16 Years or Older Suffering From Epilepsy.",UCB Pharma,1,Brivaracetam,16 years and older,y,nil,>/75,Belgium,2,"North America
Oceania
Europe
",n
211,NCT00761774,2018,52,56,108,3/1/2017,2017,2,Phase 3,0,n,y,,O,"An Open-label, Multinational, Multicenter, Follow-up Study to Evaluate the Long-term Safety and Efficacy of Brivaracetam Used at a Flexible Dose up to a Maximum of 200 mg/Day in Subjects Aged 16 Years or Older Suffering From Epilepsy.",UCB Pharma,1,Brivaracetam,16 years and older,y,nil,>/75,Canada,2,"North America
Oceania
Europe
",n
211,NCT00761774,2018,52,56,108,3/1/2017,2017,2,Phase 3,0,n,y,,O,"An Open-label, Multinational, Multicenter, Follow-up Study to Evaluate the Long-term Safety and Efficacy of Brivaracetam Used at a Flexible Dose up to a Maximum of 200 mg/Day in Subjects Aged 16 Years or Older Suffering From Epilepsy.",UCB Pharma,1,Brivaracetam,16 years and older,y,nil,>/75,czechiaia,2,"North America
Oceania
Europe
",n
211,NCT00761774,2018,52,56,108,3/1/2017,2017,2,Phase 3,0,n,y,,O,"An Open-label, Multinational, Multicenter, Follow-up Study to Evaluate the Long-term Safety and Efficacy of Brivaracetam Used at a Flexible Dose up to a Maximum of 200 mg/Day in Subjects Aged 16 Years or Older Suffering From Epilepsy.",UCB Pharma,1,Brivaracetam,16 years and older,y,nil,>/75,France,2,"North America
Oceania
Europe
",n
211,NCT00761774,2018,52,56,108,3/1/2017,2017,2,Phase 3,0,n,y,,O,"An Open-label, Multinational, Multicenter, Follow-up Study to Evaluate the Long-term Safety and Efficacy of Brivaracetam Used at a Flexible Dose up to a Maximum of 200 mg/Day in Subjects Aged 16 Years or Older Suffering From Epilepsy.",UCB Pharma,1,Brivaracetam,16 years and older,y,nil,>/75,Germany,2,"North America
Oceania
Europe
",n
211,NCT00761774,2018,52,56,108,3/1/2017,2017,2,Phase 3,0,n,y,,O,"An Open-label, Multinational, Multicenter, Follow-up Study to Evaluate the Long-term Safety and Efficacy of Brivaracetam Used at a Flexible Dose up to a Maximum of 200 mg/Day in Subjects Aged 16 Years or Older Suffering From Epilepsy.",UCB Pharma,1,Brivaracetam,16 years and older,y,nil,>/75,Hungary,2,"North America
Oceania
Europe
",n
211,NCT00761774,2018,52,56,108,3/1/2017,2017,2,Phase 3,0,n,y,,O,"An Open-label, Multinational, Multicenter, Follow-up Study to Evaluate the Long-term Safety and Efficacy of Brivaracetam Used at a Flexible Dose up to a Maximum of 200 mg/Day in Subjects Aged 16 Years or Older Suffering From Epilepsy.",UCB Pharma,1,Brivaracetam,16 years and older,y,nil,>/75,Italy,2,"North America
Oceania
Europe
",n
211,NCT00761774,2018,52,56,108,3/1/2017,2017,2,Phase 3,0,n,y,,O,"An Open-label, Multinational, Multicenter, Follow-up Study to Evaluate the Long-term Safety and Efficacy of Brivaracetam Used at a Flexible Dose up to a Maximum of 200 mg/Day in Subjects Aged 16 Years or Older Suffering From Epilepsy.",UCB Pharma,1,Brivaracetam,16 years and older,y,nil,>/75,Spain,2,"North America
Oceania
Europe
",n
211,NCT00761774,2018,52,56,108,3/1/2017,2017,2,Phase 3,0,n,y,,O,"An Open-label, Multinational, Multicenter, Follow-up Study to Evaluate the Long-term Safety and Efficacy of Brivaracetam Used at a Flexible Dose up to a Maximum of 200 mg/Day in Subjects Aged 16 Years or Older Suffering From Epilepsy.",UCB Pharma,1,Brivaracetam,16 years and older,y,nil,>/75,Sweden,2,"North America
Oceania
Europe
",n
212,NCT00988156,2018,126,137,263,8/24/2017,2017,2,Phase 3,0,n,y,,R,Efficacy and Safety Study of Eslicarbazepine Acetate (BIA 2 093) as Adjunctive Therapy for Refractory Partial Seizures in Children,Bial - Portela C S.A.,1,Eslicarbazepine acetate (BIA 2-093) | Eslicarbazepine acetate,2_16,y,16,</18,Austria,3,"Europe
Asia
",N
212,NCT00988156,2018,126,137,263,8/24/2017,2017,2,Phase 3,0,n,y,,R,Efficacy and Safety Study of Eslicarbazepine Acetate (BIA 2 093) as Adjunctive Therapy for Refractory Partial Seizures in Children,Bial - Portela C S.A.,1,Eslicarbazepine acetate (BIA 2-093) | Eslicarbazepine acetate,2_16,y,16,</18,Bosnia and Herzegovina,3,"Europe
Asia
",N
212,NCT00988156,2018,126,137,263,8/24/2017,2017,2,Phase 3,0,n,y,,R,Efficacy and Safety Study of Eslicarbazepine Acetate (BIA 2 093) as Adjunctive Therapy for Refractory Partial Seizures in Children,Bial - Portela C S.A.,1,Eslicarbazepine acetate (BIA 2-093) | Eslicarbazepine acetate,2_16,y,16,</18,Croatia,3,"Europe
Asia
",N
212,NCT00988156,2018,126,137,263,8/24/2017,2017,2,Phase 3,0,n,y,,R,Efficacy and Safety Study of Eslicarbazepine Acetate (BIA 2 093) as Adjunctive Therapy for Refractory Partial Seizures in Children,Bial - Portela C S.A.,1,Eslicarbazepine acetate (BIA 2-093) | Eslicarbazepine acetate,2_16,y,16,</18,czechiaia,3,"Europe
Asia
",N
212,NCT00988156,2018,126,137,263,8/24/2017,2017,2,Phase 3,0,n,y,,R,Efficacy and Safety Study of Eslicarbazepine Acetate (BIA 2 093) as Adjunctive Therapy for Refractory Partial Seizures in Children,Bial - Portela C S.A.,1,Eslicarbazepine acetate (BIA 2-093) | Eslicarbazepine acetate,2_16,y,16,</18,France,3,"Europe
Asia
",N
212,NCT00988156,2018,126,137,263,8/24/2017,2017,2,Phase 3,0,n,y,,R,Efficacy and Safety Study of Eslicarbazepine Acetate (BIA 2 093) as Adjunctive Therapy for Refractory Partial Seizures in Children,Bial - Portela C S.A.,1,Eslicarbazepine acetate (BIA 2-093) | Eslicarbazepine acetate,2_16,y,16,</18,Germany,3,"Europe
Asia
",N
212,NCT00988156,2018,126,137,263,8/24/2017,2017,2,Phase 3,0,n,y,,R,Efficacy and Safety Study of Eslicarbazepine Acetate (BIA 2 093) as Adjunctive Therapy for Refractory Partial Seizures in Children,Bial - Portela C S.A.,1,Eslicarbazepine acetate (BIA 2-093) | Eslicarbazepine acetate,2_16,y,16,</18,Hungary,3,"Europe
Asia
",N
212,NCT00988156,2018,126,137,263,8/24/2017,2017,2,Phase 3,0,n,y,,R,Efficacy and Safety Study of Eslicarbazepine Acetate (BIA 2 093) as Adjunctive Therapy for Refractory Partial Seizures in Children,Bial - Portela C S.A.,1,Eslicarbazepine acetate (BIA 2-093) | Eslicarbazepine acetate,2_16,y,16,</18,Italy,3,"Europe
Asia
",N
212,NCT00988156,2018,126,137,263,8/24/2017,2017,2,Phase 3,0,n,y,,R,Efficacy and Safety Study of Eslicarbazepine Acetate (BIA 2 093) as Adjunctive Therapy for Refractory Partial Seizures in Children,Bial - Portela C S.A.,1,Eslicarbazepine acetate (BIA 2-093) | Eslicarbazepine acetate,2_16,y,16,</18,Malaysia,3,"Europe
Asia
",N
212,NCT00988156,2018,126,137,263,8/24/2017,2017,2,Phase 3,0,n,y,,R,Efficacy and Safety Study of Eslicarbazepine Acetate (BIA 2 093) as Adjunctive Therapy for Refractory Partial Seizures in Children,Bial - Portela C S.A.,1,Eslicarbazepine acetate (BIA 2-093) | Eslicarbazepine acetate,2_16,y,16,</18,"Moldova, Korea, Republic of",3,"Europe
Asia
",N
212,NCT00988156,2018,126,137,263,8/24/2017,2017,2,Phase 3,0,n,y,,R,Efficacy and Safety Study of Eslicarbazepine Acetate (BIA 2 093) as Adjunctive Therapy for Refractory Partial Seizures in Children,Bial - Portela C S.A.,1,Eslicarbazepine acetate (BIA 2-093) | Eslicarbazepine acetate,2_16,y,16,</18,Philippines,3,"Europe
Asia
",N
212,NCT00988156,2018,126,137,263,8/24/2017,2017,2,Phase 3,0,n,y,,R,Efficacy and Safety Study of Eslicarbazepine Acetate (BIA 2 093) as Adjunctive Therapy for Refractory Partial Seizures in Children,Bial - Portela C S.A.,1,Eslicarbazepine acetate (BIA 2-093) | Eslicarbazepine acetate,2_16,y,16,</18,Poland,3,"Europe
Asia
",N
212,NCT00988156,2018,126,137,263,8/24/2017,2017,2,Phase 3,0,n,y,,R,Efficacy and Safety Study of Eslicarbazepine Acetate (BIA 2 093) as Adjunctive Therapy for Refractory Partial Seizures in Children,Bial - Portela C S.A.,1,Eslicarbazepine acetate (BIA 2-093) | Eslicarbazepine acetate,2_16,y,16,</18,Portugal,3,"Europe
Asia
",N
212,NCT00988156,2018,126,137,263,8/24/2017,2017,2,Phase 3,0,n,y,,R,Efficacy and Safety Study of Eslicarbazepine Acetate (BIA 2 093) as Adjunctive Therapy for Refractory Partial Seizures in Children,Bial - Portela C S.A.,1,Eslicarbazepine acetate (BIA 2-093) | Eslicarbazepine acetate,2_16,y,16,</18,Romania,3,"Europe
Asia
",N
212,NCT00988156,2018,126,137,263,8/24/2017,2017,2,Phase 3,0,n,y,,R,Efficacy and Safety Study of Eslicarbazepine Acetate (BIA 2 093) as Adjunctive Therapy for Refractory Partial Seizures in Children,Bial - Portela C S.A.,1,Eslicarbazepine acetate (BIA 2-093) | Eslicarbazepine acetate,2_16,y,16,</18,Russian Federation,3,"Europe
Asia
",N
212,NCT00988156,2018,126,137,263,8/24/2017,2017,2,Phase 3,0,n,y,,R,Efficacy and Safety Study of Eslicarbazepine Acetate (BIA 2 093) as Adjunctive Therapy for Refractory Partial Seizures in Children,Bial - Portela C S.A.,1,Eslicarbazepine acetate (BIA 2-093) | Eslicarbazepine acetate,2_16,y,16,</18,Serbia,3,"Europe
Asia
",N
212,NCT00988156,2018,126,137,263,8/24/2017,2017,2,Phase 3,0,n,y,,R,Efficacy and Safety Study of Eslicarbazepine Acetate (BIA 2 093) as Adjunctive Therapy for Refractory Partial Seizures in Children,Bial - Portela C S.A.,1,Eslicarbazepine acetate (BIA 2-093) | Eslicarbazepine acetate,2_16,y,16,</18,Slovakia,3,"Europe
Asia
",N
212,NCT00988156,2018,126,137,263,8/24/2017,2017,2,Phase 3,0,n,y,,R,Efficacy and Safety Study of Eslicarbazepine Acetate (BIA 2 093) as Adjunctive Therapy for Refractory Partial Seizures in Children,Bial - Portela C S.A.,1,Eslicarbazepine acetate (BIA 2-093) | Eslicarbazepine acetate,2_16,y,16,</18,Spain,3,"Europe
Asia
",N
212,NCT00988156,2018,126,137,263,8/24/2017,2017,2,Phase 3,0,n,y,,R,Efficacy and Safety Study of Eslicarbazepine Acetate (BIA 2 093) as Adjunctive Therapy for Refractory Partial Seizures in Children,Bial - Portela C S.A.,1,Eslicarbazepine acetate (BIA 2-093) | Eslicarbazepine acetate,2_16,y,16,</18,"Taiwan, Province of China",3,"Europe
Asia
",N
212,NCT00988156,2018,126,137,263,8/24/2017,2017,2,Phase 3,0,n,y,,R,Efficacy and Safety Study of Eslicarbazepine Acetate (BIA 2 093) as Adjunctive Therapy for Refractory Partial Seizures in Children,Bial - Portela C S.A.,1,Eslicarbazepine acetate (BIA 2-093) | Eslicarbazepine acetate,2_16,y,16,</18,Ukraine,3,"Europe
Asia
",N
212,NCT00988156,2018,126,137,263,8/24/2017,2017,2,Phase 3,0,n,y,,R,Efficacy and Safety Study of Eslicarbazepine Acetate (BIA 2 093) as Adjunctive Therapy for Refractory Partial Seizures in Children,Bial - Portela C S.A.,1,Eslicarbazepine acetate (BIA 2-093) | Eslicarbazepine acetate,2_16,y,16,</18,United Kingdom of Great Britain and Northern Ireland,3,"Europe
Asia
",N
213,NCT01281956,2018,7,3,10,10/5/2017,2017,2,Phase 2,0,n,y,,R,A Phase II Clinical Trial of PRX-00023 Therapy in Localization-Related Epilepsy,National Institutes of Health Clinical Center (CC),2,PRX-00023,18-65,n,65,65-<75,United States of America,1,North America,N
214,NCT01921205,2018,190,153,343,1/24/2017,2017,2,Phase 3,0,n,y,,R,"A Multicenter, Double Blind, Randomized, Placebo Controlled, Parallel Group Study to Investigate the Efficacy and Safety of Lacosamide as Adjunctive Therapy in Subjects With Epilepsy __‰4 Years to <17 Years of Age With Partial Onset Seizures",UCB Pharma,1,Lacosamide | Placebo,4_16,y,16,</18,United States of America,2,"North America
Oceania
Europe
Asia
",N
214,NCT01921205,2018,190,153,343,1/24/2017,2017,2,Phase 3,0,n,y,,R,"A Multicenter, Double Blind, Randomized, Placebo Controlled, Parallel Group Study to Investigate the Efficacy and Safety of Lacosamide as Adjunctive Therapy in Subjects With Epilepsy __‰4 Years to <17 Years of Age With Partial Onset Seizures",UCB Pharma,1,Lacosamide | Placebo,4_16,y,16,</18,Argentina,2,"North America
Oceania
Europe
Asia
",N
214,NCT01921205,2018,190,153,343,1/24/2017,2017,2,Phase 3,0,n,y,,R,"A Multicenter, Double Blind, Randomized, Placebo Controlled, Parallel Group Study to Investigate the Efficacy and Safety of Lacosamide as Adjunctive Therapy in Subjects With Epilepsy __‰4 Years to <17 Years of Age With Partial Onset Seizures",UCB Pharma,1,Lacosamide | Placebo,4_16,y,16,</18,Australia,2,"North America
Oceania
Europe
Asia
",N
214,NCT01921205,2018,190,153,343,1/24/2017,2017,2,Phase 3,0,n,y,,R,"A Multicenter, Double Blind, Randomized, Placebo Controlled, Parallel Group Study to Investigate the Efficacy and Safety of Lacosamide as Adjunctive Therapy in Subjects With Epilepsy __‰4 Years to <17 Years of Age With Partial Onset Seizures",UCB Pharma,1,Lacosamide | Placebo,4_16,y,16,</18,Belgium,2,"North America
Oceania
Europe
Asia
",N
214,NCT01921205,2018,190,153,343,1/24/2017,2017,2,Phase 3,0,n,y,,R,"A Multicenter, Double Blind, Randomized, Placebo Controlled, Parallel Group Study to Investigate the Efficacy and Safety of Lacosamide as Adjunctive Therapy in Subjects With Epilepsy __‰4 Years to <17 Years of Age With Partial Onset Seizures",UCB Pharma,1,Lacosamide | Placebo,4_16,y,16,</18,Bulgaria,2,"North America
Oceania
Europe
Asia
",N
214,NCT01921205,2018,190,153,343,1/24/2017,2017,2,Phase 3,0,n,y,,R,"A Multicenter, Double Blind, Randomized, Placebo Controlled, Parallel Group Study to Investigate the Efficacy and Safety of Lacosamide as Adjunctive Therapy in Subjects With Epilepsy __‰4 Years to <17 Years of Age With Partial Onset Seizures",UCB Pharma,1,Lacosamide | Placebo,4_16,y,16,</18,Colombia,2,"North America
Oceania
Europe
Asia
",N
214,NCT01921205,2018,190,153,343,1/24/2017,2017,2,Phase 3,0,n,y,,R,"A Multicenter, Double Blind, Randomized, Placebo Controlled, Parallel Group Study to Investigate the Efficacy and Safety of Lacosamide as Adjunctive Therapy in Subjects With Epilepsy __‰4 Years to <17 Years of Age With Partial Onset Seizures",UCB Pharma,1,Lacosamide | Placebo,4_16,y,16,</18,Croatia,2,"North America
Oceania
Europe
Asia
",N
214,NCT01921205,2018,190,153,343,1/24/2017,2017,2,Phase 3,0,n,y,,R,"A Multicenter, Double Blind, Randomized, Placebo Controlled, Parallel Group Study to Investigate the Efficacy and Safety of Lacosamide as Adjunctive Therapy in Subjects With Epilepsy __‰4 Years to <17 Years of Age With Partial Onset Seizures",UCB Pharma,1,Lacosamide | Placebo,4_16,y,16,</18,czechiaia,2,"North America
Oceania
Europe
Asia
",N
214,NCT01921205,2018,190,153,343,1/24/2017,2017,2,Phase 3,0,n,y,,R,"A Multicenter, Double Blind, Randomized, Placebo Controlled, Parallel Group Study to Investigate the Efficacy and Safety of Lacosamide as Adjunctive Therapy in Subjects With Epilepsy __‰4 Years to <17 Years of Age With Partial Onset Seizures",UCB Pharma,1,Lacosamide | Placebo,4_16,y,16,</18,Estonia,2,"North America
Oceania
Europe
Asia
",N
214,NCT01921205,2018,190,153,343,1/24/2017,2017,2,Phase 3,0,n,y,,R,"A Multicenter, Double Blind, Randomized, Placebo Controlled, Parallel Group Study to Investigate the Efficacy and Safety of Lacosamide as Adjunctive Therapy in Subjects With Epilepsy __‰4 Years to <17 Years of Age With Partial Onset Seizures",UCB Pharma,1,Lacosamide | Placebo,4_16,y,16,</18,Georgia,2,"North America
Oceania
Europe
Asia
",N
214,NCT01921205,2018,190,153,343,1/24/2017,2017,2,Phase 3,0,n,y,,R,"A Multicenter, Double Blind, Randomized, Placebo Controlled, Parallel Group Study to Investigate the Efficacy and Safety of Lacosamide as Adjunctive Therapy in Subjects With Epilepsy __‰4 Years to <17 Years of Age With Partial Onset Seizures",UCB Pharma,1,Lacosamide | Placebo,4_16,y,16,</18,Hungary,2,"North America
Oceania
Europe
Asia
",N
214,NCT01921205,2018,190,153,343,1/24/2017,2017,2,Phase 3,0,n,y,,R,"A Multicenter, Double Blind, Randomized, Placebo Controlled, Parallel Group Study to Investigate the Efficacy and Safety of Lacosamide as Adjunctive Therapy in Subjects With Epilepsy __‰4 Years to <17 Years of Age With Partial Onset Seizures",UCB Pharma,1,Lacosamide | Placebo,4_16,y,16,</18,Israel,2,"North America
Oceania
Europe
Asia
",N
214,NCT01921205,2018,190,153,343,1/24/2017,2017,2,Phase 3,0,n,y,,R,"A Multicenter, Double Blind, Randomized, Placebo Controlled, Parallel Group Study to Investigate the Efficacy and Safety of Lacosamide as Adjunctive Therapy in Subjects With Epilepsy __‰4 Years to <17 Years of Age With Partial Onset Seizures",UCB Pharma,1,Lacosamide | Placebo,4_16,y,16,</18,Italy,2,"North America
Oceania
Europe
Asia
",N
214,NCT01921205,2018,190,153,343,1/24/2017,2017,2,Phase 3,0,n,y,,R,"A Multicenter, Double Blind, Randomized, Placebo Controlled, Parallel Group Study to Investigate the Efficacy and Safety of Lacosamide as Adjunctive Therapy in Subjects With Epilepsy __‰4 Years to <17 Years of Age With Partial Onset Seizures",UCB Pharma,1,Lacosamide | Placebo,4_16,y,16,</18,"Korea, Republic of",2,"North America
Oceania
Europe
Asia
",N
214,NCT01921205,2018,190,153,343,1/24/2017,2017,2,Phase 3,0,n,y,,R,"A Multicenter, Double Blind, Randomized, Placebo Controlled, Parallel Group Study to Investigate the Efficacy and Safety of Lacosamide as Adjunctive Therapy in Subjects With Epilepsy __‰4 Years to <17 Years of Age With Partial Onset Seizures",UCB Pharma,1,Lacosamide | Placebo,4_16,y,16,</18,Latvia,2,"North America
Oceania
Europe
Asia
",N
214,NCT01921205,2018,190,153,343,1/24/2017,2017,2,Phase 3,0,n,y,,R,"A Multicenter, Double Blind, Randomized, Placebo Controlled, Parallel Group Study to Investigate the Efficacy and Safety of Lacosamide as Adjunctive Therapy in Subjects With Epilepsy __‰4 Years to <17 Years of Age With Partial Onset Seizures",UCB Pharma,1,Lacosamide | Placebo,4_16,y,16,</18,Lithuania,2,"North America
Oceania
Europe
Asia
",N
214,NCT01921205,2018,190,153,343,1/24/2017,2017,2,Phase 3,0,n,y,,R,"A Multicenter, Double Blind, Randomized, Placebo Controlled, Parallel Group Study to Investigate the Efficacy and Safety of Lacosamide as Adjunctive Therapy in Subjects With Epilepsy __‰4 Years to <17 Years of Age With Partial Onset Seizures",UCB Pharma,1,Lacosamide | Placebo,4_16,y,16,</18,Mexico,2,"North America
Oceania
Europe
Asia
",N
214,NCT01921205,2018,190,153,343,1/24/2017,2017,2,Phase 3,0,n,y,,R,"A Multicenter, Double Blind, Randomized, Placebo Controlled, Parallel Group Study to Investigate the Efficacy and Safety of Lacosamide as Adjunctive Therapy in Subjects With Epilepsy __‰4 Years to <17 Years of Age With Partial Onset Seizures",UCB Pharma,1,Lacosamide | Placebo,4_16,y,16,</18,Montenegro,2,"North America
Oceania
Europe
Asia
",N
214,NCT01921205,2018,190,153,343,1/24/2017,2017,2,Phase 3,0,n,y,,R,"A Multicenter, Double Blind, Randomized, Placebo Controlled, Parallel Group Study to Investigate the Efficacy and Safety of Lacosamide as Adjunctive Therapy in Subjects With Epilepsy __‰4 Years to <17 Years of Age With Partial Onset Seizures",UCB Pharma,1,Lacosamide | Placebo,4_16,y,16,</18,Poland,2,"North America
Oceania
Europe
Asia
",N
214,NCT01921205,2018,190,153,343,1/24/2017,2017,2,Phase 3,0,n,y,,R,"A Multicenter, Double Blind, Randomized, Placebo Controlled, Parallel Group Study to Investigate the Efficacy and Safety of Lacosamide as Adjunctive Therapy in Subjects With Epilepsy __‰4 Years to <17 Years of Age With Partial Onset Seizures",UCB Pharma,1,Lacosamide | Placebo,4_16,y,16,</18,Romania,2,"North America
Oceania
Europe
Asia
",N
214,NCT01921205,2018,190,153,343,1/24/2017,2017,2,Phase 3,0,n,y,,R,"A Multicenter, Double Blind, Randomized, Placebo Controlled, Parallel Group Study to Investigate the Efficacy and Safety of Lacosamide as Adjunctive Therapy in Subjects With Epilepsy __‰4 Years to <17 Years of Age With Partial Onset Seizures",UCB Pharma,1,Lacosamide | Placebo,4_16,y,16,</18,Russian Federation,2,"North America
Oceania
Europe
Asia
",N
214,NCT01921205,2018,190,153,343,1/24/2017,2017,2,Phase 3,0,n,y,,R,"A Multicenter, Double Blind, Randomized, Placebo Controlled, Parallel Group Study to Investigate the Efficacy and Safety of Lacosamide as Adjunctive Therapy in Subjects With Epilepsy __‰4 Years to <17 Years of Age With Partial Onset Seizures",UCB Pharma,1,Lacosamide | Placebo,4_16,y,16,</18,Serbia,2,"North America
Oceania
Europe
Asia
",N
214,NCT01921205,2018,190,153,343,1/24/2017,2017,2,Phase 3,0,n,y,,R,"A Multicenter, Double Blind, Randomized, Placebo Controlled, Parallel Group Study to Investigate the Efficacy and Safety of Lacosamide as Adjunctive Therapy in Subjects With Epilepsy __‰4 Years to <17 Years of Age With Partial Onset Seizures",UCB Pharma,1,Lacosamide | Placebo,4_16,y,16,</18,Slovakia,2,"North America
Oceania
Europe
Asia
",N
214,NCT01921205,2018,190,153,343,1/24/2017,2017,2,Phase 3,0,n,y,,R,"A Multicenter, Double Blind, Randomized, Placebo Controlled, Parallel Group Study to Investigate the Efficacy and Safety of Lacosamide as Adjunctive Therapy in Subjects With Epilepsy __‰4 Years to <17 Years of Age With Partial Onset Seizures",UCB Pharma,1,Lacosamide | Placebo,4_16,y,16,</18,Slovenia,2,"North America
Oceania
Europe
Asia
",N
214,NCT01921205,2018,190,153,343,1/24/2017,2017,2,Phase 3,0,n,y,,R,"A Multicenter, Double Blind, Randomized, Placebo Controlled, Parallel Group Study to Investigate the Efficacy and Safety of Lacosamide as Adjunctive Therapy in Subjects With Epilepsy __‰4 Years to <17 Years of Age With Partial Onset Seizures",UCB Pharma,1,Lacosamide | Placebo,4_16,y,16,</18,"Taiwan, Province of China",2,"North America
Oceania
Europe
Asia
",N
214,NCT01921205,2018,190,153,343,1/24/2017,2017,2,Phase 3,0,n,y,,R,"A Multicenter, Double Blind, Randomized, Placebo Controlled, Parallel Group Study to Investigate the Efficacy and Safety of Lacosamide as Adjunctive Therapy in Subjects With Epilepsy __‰4 Years to <17 Years of Age With Partial Onset Seizures",UCB Pharma,1,Lacosamide | Placebo,4_16,y,16,</18,Thailand,2,"North America
Oceania
Europe
Asia
",N
214,NCT01921205,2018,190,153,343,1/24/2017,2017,2,Phase 3,0,n,y,,R,"A Multicenter, Double Blind, Randomized, Placebo Controlled, Parallel Group Study to Investigate the Efficacy and Safety of Lacosamide as Adjunctive Therapy in Subjects With Epilepsy __‰4 Years to <17 Years of Age With Partial Onset Seizures",UCB Pharma,1,Lacosamide | Placebo,4_16,y,16,</18,Ukraine,2,"North America
Oceania
Europe
Asia
",N
214,NCT01921205,2018,190,153,343,1/24/2017,2017,2,Phase 3,0,n,y,,R,"A Multicenter, Double Blind, Randomized, Placebo Controlled, Parallel Group Study to Investigate the Efficacy and Safety of Lacosamide as Adjunctive Therapy in Subjects With Epilepsy __‰4 Years to <17 Years of Age With Partial Onset Seizures",UCB Pharma,1,Lacosamide | Placebo,4_16,y,16,</18,United Kingdom of Great Britain and Northern Ireland,2,"North America
Oceania
Europe
Asia
",N
215,NCT02363933,2018,6,2,8,4/10/2017,2017,2,Phase 4,0,n,y,,O,Phase II Feasibility Study to Evaluate the Efficacy and Safety of Perampanel in Seizure Patients With Primary Glial Brain Tumors,Duke University,2,Perampanel,18 years and older,n,nil,>/75,United States of America,1,North America,n
216,NCT02495844,2019,26,29,55,7/1/2017,2017,2,Phase 2,0,n,y,,R,"Double-blind, Randomized, Placebo-controlled Study of the Efficacy, Safety/Tolerability, and Pharmacokinetic Profile of UCB0942 in Adults With Highly Drug-resistant Focal Epilepsy.","UCB Pharma
",1,UCB0942 | UCB0942 | Placebo,18 years and older,n,nil,>/75,Belgium,3,Europe,N
216,NCT02495844,2019,26,29,55,7/1/2017,2017,2,Phase 2,0,n,y,,R,"Double-blind, Randomized, Placebo-controlled Study of the Efficacy, Safety/Tolerability, and Pharmacokinetic Profile of UCB0942 in Adults With Highly Drug-resistant Focal Epilepsy.","UCB Pharma
",1,UCB0942 | UCB0942 | Placebo,18 years and older,n,nil,>/75,Bulgaria,3,Europe,N
216,NCT02495844,2019,26,29,55,7/1/2017,2017,2,Phase 2,0,n,y,,R,"Double-blind, Randomized, Placebo-controlled Study of the Efficacy, Safety/Tolerability, and Pharmacokinetic Profile of UCB0942 in Adults With Highly Drug-resistant Focal Epilepsy.","UCB Pharma
",1,UCB0942 | UCB0942 | Placebo,18 years and older,n,nil,>/75,Germany,3,Europe,N
216,NCT02495844,2019,26,29,55,7/1/2017,2017,2,Phase 2,0,n,y,,R,"Double-blind, Randomized, Placebo-controlled Study of the Efficacy, Safety/Tolerability, and Pharmacokinetic Profile of UCB0942 in Adults With Highly Drug-resistant Focal Epilepsy.","UCB Pharma
",1,UCB0942 | UCB0942 | Placebo,18 years and older,n,nil,>/75,Hungary,3,Europe,N
216,NCT02495844,2019,26,29,55,7/1/2017,2017,2,Phase 2,0,n,y,,R,"Double-blind, Randomized, Placebo-controlled Study of the Efficacy, Safety/Tolerability, and Pharmacokinetic Profile of UCB0942 in Adults With Highly Drug-resistant Focal Epilepsy.","UCB Pharma
",1,UCB0942 | UCB0942 | Placebo,18 years and older,n,nil,>/75,Netherlands,3,Europe,N
